"","job.title","company.name","location","job.description","job.seen.beacon","job.id","location.type"
"690","Senior Data Scientist","Mission Essential","Charlottesville, VA+4 locations","Apply machine learning techniques to identify and transform data features, find hidden patterns and trends, build, and optimize classifiers, create automated…","Senior Data ScientistMission Essential4.0Charlottesville, VA+4 locationsEasily applyApply machine learning techniques to identify and transform data features, find hidden patterns and trends, build, and optimize classifiers, create automated…
30+ days ago","sj_9e7d6910c5adfcb5",""
"790","Perception Research Engineer/Research Scientist - Deep Learn...","TuSimple, Inc.","Detroit, MI+5 locations•Temporarily ","3+ years of research or practical experience in applying deep learning algorithms on large scale and real world data.
 Remote friendly during COVID-19.","Perception Research Engineer/Research Scientist - Deep Learn...TuSimple, Inc.2.8Detroit, MI+5 locations•Temporarily RemoteEasily apply3+ years of research or practical experience in applying deep learning algorithms on large scale and real world data.
 Remote friendly during COVID-19.
30+ days ago","sj_dec0a08de4365831","Remote"
"890","Data Strategy & Solutions Principal Data Scientist","Vertex Pharmaceuticals","Boston, MA 02110 (Downtown Crossing area)","You will work on a highly collaborative, centralized team of data scientists, engineers, and strategists to deliver analytical insights and data products that…","Data Strategy & Solutions Principal Data ScientistVertex Pharmaceuticals3.7Boston, MA 02110 (Downtown Crossing area)You will work on a highly collaborative, centralized team of data scientists, engineers, and strategists to deliver analytical insights and data products that…
30+ days ago","sj_eeafb3e110ee0208",""
"989","Sr. Data Analyst and VMS Customer Support","Kelly","Phoenix, AZ","Works effectively with multiple stakeholders that are geographically disperse and can manage and prioritize incoming data requests.
 Rate: $35-38/hr on W2.","Sr. Data Analyst and VMS Customer SupportKelly3.8Phoenix, AZ$35 - $38 an hourWorks effectively with multiple stakeholders that are geographically disperse and can manage and prioritize incoming data requests.
 Rate: $35-38/hr on W2.
21 days ago","sj_6b68ce05b900d69c",""
"1089","AI/ML - Senior iOS Engineer, Machine Translation","Apple","Seattle, WA","You will implement groundbreaking user interactions, building on revolutionary artificial intelligence and machine learning techniques.","AI/ML - Senior iOS Engineer, Machine TranslationApple4.2Seattle, WAYou will implement groundbreaking user interactions, building on revolutionary artificial intelligence and machine learning techniques.
11 days ago","sj_9d5745bc9e191871",""
"1189","AWS Cloud Enablement - Analytics & Cognitive, Senior Consult...","Deloitte","Atlanta, GA 30303 (Downtown area)+24 locations","The Analytics & Cognitive team leverages the power of data, analytics, robotics, science and cognitive technologies to uncover hidden relationships from vast…","AWS Cloud Enablement - Analytics & Cognitive, Senior Consult...Deloitte4.0Atlanta, GA 30303 (Downtown area)+24 locationsThe Analytics & Cognitive team leverages the power of data, analytics, robotics, science and cognitive technologies to uncover hidden relationships from vast…
30+ days ago","sj_73cbaf53a9d28870",""
"1289","Machine Learning Engineer/Cognitive Linguist - W2 only!","Matlen Silver","Charlotte, NC 28202 (Downtown Charlotte area)","Collaborate with data scientists, UX researchers, and engineers to build out the “brain” of a virtual assistant.
 Machine Learning Engineer/Cognitive Linguist.","Machine Learning Engineer/Cognitive Linguist - W2 only!Matlen Silver3.3Charlotte, NC 28202 (Downtown Charlotte area)Easily applyCollaborate with data scientists, UX researchers, and engineers to build out the “brain” of a virtual assistant.
 Machine Learning Engineer/Cognitive Linguist.
11 days ago","sj_1fe57dfb9b259e83",""
"1389","Sr. Tableau Developer/ Sr. Data Analyst","Onebridge","Indianapolis, IN•Temporarily ","Performs data conversions, imports, and exports of data within and between internal and external software systems.
 Strong experience with SQL and data modeling.","Sr. Tableau Developer/ Sr. Data AnalystOnebridgeIndianapolis, IN•Temporarily RemoteEasily applyUrgently hiringPerforms data conversions, imports, and exports of data within and between internal and external software systems.
 Strong experience with SQL and data modeling.
Active 6 days ago","sj_f420a0e03329eebc","Remote"
"1489","CONTRACT: AI Engineer","AccruePartners","Charlotte, NC 28203 (Dilworth area)","3+ years' experience developing large scale, highly available distributed systems.
 100% remote until after October, then will transition to a hybrid schedule of…","CONTRACT: AI EngineerAccruePartners4.0Charlotte, NC 28203 (Dilworth area)$52.85 - $76.87 an hour3+ years' experience developing large scale, highly available distributed systems.
 100% remote until after October, then will transition to a hybrid schedule of…
30+ days ago","sj_a0ed5e25be852e05",""
"1589","Associate Director/Principal Statistician","System One","Danvers, MA•","Develop statistical sections of clinical study documents, including but not limited to clinical study report, statistical analysis plan (SAP), and study…","Associate Director/Principal StatisticianSystem One3.6Danvers, MA•RemoteDevelop statistical sections of clinical study documents, including but not limited to clinical study report, statistical analysis plan (SAP), and study…
30+ days ago","sj_bc14a1b17c2f111f","Remote"
"id91","Quality Engineer/ Statistician - Manufacturing Environment","Weiss Aug Co., Inc.","Fairfield, NJ 07004","We provide excellent company benefits and a competitive salary.
 Assist in establishing policies and procedures at all levels to ensure quality improvement…","Quality Engineer/ Statistician - Manufacturing EnvironmentWeiss Aug Co., Inc.Fairfield, NJ 07004Easily applyUrgently hiringWe provide excellent company benefits and a competitive salary.
 Assist in establishing policies and procedures at all levels to ensure quality improvement…
Active 3 days ago","sj_09a0941385137dec",""
"291","AI/ML - Senior Software Engineer, Machine Intelligence Sensi...","Apple","Pittsburgh, PA","Experience with signal processing, machine learning, and using sensor data to power novel use cases and applications.
 Expert in Swift, Objective-C, C, or C++.","AI/ML - Senior Software Engineer, Machine Intelligence Sensi...Apple4.2Pittsburgh, PAExperience with signal processing, machine learning, and using sensor data to power novel use cases and applications.
 Expert in Swift, Objective-C, C, or C++.
11 days ago","sj_895a92df3aa4c149",""
"391","AI/ML Scientist - Credit Risk","Money Mart Financial Services","Malvern, PA 19355","Use machine learning (ML) to build credit underwriting models leveraging alternate and traditional data sets.
 Familiarity with bureau data and alternate data is…","AI/ML Scientist - Credit RiskMoney Mart Financial Services2.2Malvern, PA 19355Use machine learning (ML) to build credit underwriting models leveraging alternate and traditional data sets.
 Familiarity with bureau data and alternate data is…
30+ days ago","sj_29a5eca36e28558c",""
"491","Senior Data Analyst, Advanced Analytics","American Advisors Group","Irvine, CA 92612 (Business District area)","5 plus years of hands-on technical experience mining and analyzing transactional data with a strong working knowledge of a relevant analytics software.","Senior Data Analyst, Advanced AnalyticsAmerican Advisors Group3.5Irvine, CA 92612 (Business District area)Easily apply5 plus years of hands-on technical experience mining and analyzing transactional data with a strong working knowledge of a relevant analytics software.
30+ days ago","sj_b7eb694002b4940f",""
"591","AI/ML - Software Engineer, Information Intelligence","Apple","Seattle, WA+1 location","Strong background in computer science: algorithms and data structures.
 Experience with AWS Services such as Amazon S3 EC2 EKS / Kubernetes.","AI/ML - Software Engineer, Information IntelligenceApple4.2Seattle, WA+1 locationStrong background in computer science: algorithms and data structures.
 Experience with AWS Services such as Amazon S3 EC2 EKS / Kubernetes.
11 days ago","sj_f727b8e6b691d311",""
"691","SR SCIENTIST DATA SCIENCE","Yoh, A Day & Zimmermann Company","Princeton, NJ","You have good knowledge and understanding of data science approaches including machine and deep learning; application in imaging domain (H&Es, IHC, radiomics) a…","SR SCIENTIST DATA SCIENCEYoh, A Day & Zimmermann Company3.8Princeton, NJYou have good knowledge and understanding of data science approaches including machine and deep learning; application in imaging domain (H&Es, IHC, radiomics) a…
30+ days ago","sj_8b9805d72f890a62",""
"791","Solutions Director (AI/Machine Learning) - Open to Remote Ca...","ePlus inc.","Boston, MA 02124 (South Dorchester area)•","Perform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources or mash ups of new and existing data…","Solutions Director (AI/Machine Learning) - Open to Remote Ca...ePlus inc.3.6Boston, MA 02124 (South Dorchester area)•RemoteEasily applyPerform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources or mash ups of new and existing data…
30+ days ago","sj_6f650f031b085e34","Remote"
"891","Sr. Data Analyst | Hybrid (on-site/off-site)","Vaco","Richmond, VA 23219 (Central Office area)","Experience with big data/analytics languages like Python or R, and interest in predictive analytics and machine learning is preferred.","newSr. Data Analyst | Hybrid (on-site/off-site)Vaco3.7Richmond, VA 23219 (Central Office area)$100,000 - $120,000 a yearEasily applyExperience with big data/analytics languages like Python or R, and interest in predictive analytics and machine learning is preferred.
4 days ago","sj_2cc79af462f71bd8",""
"990","Senior Machine Learning Engineer II - Rider Pricing & Incent...","Uber","Sunnyvale, CA 94086+1 location","Modern machine learning algorithms (e.g., tree-based techniques, supervised, deep, or probabilistic learning).","Senior Machine Learning Engineer II - Rider Pricing & Incent...Uber3.7Sunnyvale, CA 94086+1 locationModern machine learning algorithms (e.g., tree-based techniques, supervised, deep, or probabilistic learning).
27 days ago","sj_664b3b2b1b26fb63",""
"1090","AI/ML - Software Engineer, ML Platform & Technology","Apple","Seattle, WA","Partner with data scientists and machine learning engineers across different Apple organizations to define high impact product features and deliver them with…","AI/ML - Software Engineer, ML Platform & TechnologyApple4.2Seattle, WAPartner with data scientists and machine learning engineers across different Apple organizations to define high impact product features and deliver them with…
11 days ago","sj_6ca066a758fc15af",""
"1190","Big Data Engineer","Robert Half","Thomasville, GA 31792","They are an Agile learner, possess strong problem-solving skills, work as part of a technical, cross functional analytics team, and want to Solve complex data…","Big Data EngineerRobert Half3.9Thomasville, GA 31792Easily applyThey are an Agile learner, possess strong problem-solving skills, work as part of a technical, cross functional analytics team, and want to Solve complex data…
12 days ago","sj_6512ef72e3837609",""
"1290","Senior Product Manager, Intuit AI+Data","Intuit","Mountain View, CA 94041","In depth knowledge of data products, data pipelines, data processing technologies, modern big data cloud infrastructure and technologies.","Senior Product Manager, Intuit AI+DataIntuit4.2Mountain View, CA 94041In depth knowledge of data products, data pipelines, data processing technologies, modern big data cloud infrastructure and technologies.
30 days ago","sj_a7cf0a457ce83857",""
"1390","Sr Marketing Data Analyst","The Denzel Group","Rochester, NY+2 locations•","Minimum of 3 years of analytics experience.
 Superior analytical capabilities in acquiring, mining, and manipulating large amounts of data.","Sr Marketing Data AnalystThe Denzel GroupRochester, NY+2 locations•RemoteEasily applyMinimum of 3 years of analytics experience.
 Superior analytical capabilities in acquiring, mining, and manipulating large amounts of data.
12 days ago","sj_74626b0b0acc811a","Remote"
"1490","Data Mining Technician","Burnetts Staffing Inc","Dallas, TX 75231 (Lake Highlands area)","This position will be extrapolating data within Microsoft Excel spreadsheets.
 They will cut and paste as well as transfer and update data.","Data Mining TechnicianBurnetts Staffing Inc4.0Dallas, TX 75231 (Lake Highlands area)$16 - $20 an hourEasily applyThis position will be extrapolating data within Microsoft Excel spreadsheets.
 They will cut and paste as well as transfer and update data.
14 days ago","sj_a492948b03a141d1",""
"1590","Technical Program Manager - Machine Learning Platform","TuSimple, Inc.","San Francisco, CA+4 locations","Experience working with database and data warehouse technologies, preferably with machine learning labeling experiences.","Technical Program Manager - Machine Learning PlatformTuSimple, Inc.2.8San Francisco, CA+4 locationsEasily applyExperience working with database and data warehouse technologies, preferably with machine learning labeling experiences.
10 days ago","sj_5ef842ee25ec5bc8",""
"id92","Senior Data Analyst, Partner Analytics","Strive Health","Denver, CO 80202 (Central Business District area)•","Working knowledge of analyzing medical claim, lab data, EMR data and clinical data.
 Collaborate with team members from strategy, clinical and new market…","Senior Data Analyst, Partner AnalyticsStrive HealthDenver, CO 80202 (Central Business District area)•Remote$87,000 - $100,000 a yearWorking knowledge of analyzing medical claim, lab data, EMR data and clinical data.
 Collaborate with team members from strategy, clinical and new market…
30+ days ago","sj_24df2cfe0e1270e2","Remote"
"292","Machine Learning Research Scientist","Leidos","Arlington, VA 22201+1 location","BS degree in a scientific field such as computer science, math, data science, physics, or engineering with 8 – 12 years of prior relevant experience or Masters…","Machine Learning Research ScientistLeidos3.7Arlington, VA 22201+1 locationBS degree in a scientific field such as computer science, math, data science, physics, or engineering with 8 – 12 years of prior relevant experience or Masters…
30+ days ago","sj_56ee6e2f86077290",""
"392","Dev Ops Engineer AI/ML","Change Healthcare","Philadelphia, PA 19148+55 locations","You will enjoy working with a highly talented and diverse team of data scientists and engineers specializing in deep learning, active learning, and classical…","newDev Ops Engineer AI/MLChange Healthcare3.0Philadelphia, PA 19148+55 locationsYou will enjoy working with a highly talented and diverse team of data scientists and engineers specializing in deep learning, active learning, and classical…
1 day ago","sj_3d951e2c8a1189e4",""
"492","Data Scientist- Active DoD Secret Clearance Required","Northrop Grumman","Palmdale, CA 93550+2 locations","Creates data mining architectures/models/protocols, statistical reporting, and data analysis methodologies to identify trends in large data sets.","Data Scientist- Active DoD Secret Clearance RequiredNorthrop Grumman4.0Palmdale, CA 93550+2 locations$89,800 - $134,800 a yearCreates data mining architectures/models/protocols, statistical reporting, and data analysis methodologies to identify trends in large data sets.
20 days ago","sj_604cf7ec30561b54",""
"592","Data Analyst III (SQL , Healthcare Analytics)","Centene Corporation","Caseyville, IL 62232+5 locations","Experience in fraud/waste/abuse identification and investigation, provider billing, or clinical coding preferred; Experience with data mining, machine learning,…","newData Analyst III (SQL , Healthcare Analytics)Centene Corporation3.2Caseyville, IL 62232+5 locationsExperience in fraud/waste/abuse identification and investigation, provider billing, or clinical coding preferred; Experience with data mining, machine learning,…
1 day ago","sj_bf103f1ff2efa14a",""
"692","AI/ML - Technical Support Engineer, Siri Authoring Tools","Apple","Cambridge, MA","Technical understanding of voice assistant technologies, and machine learning.
 Great verbal and written communication skills with the ability to filter and…","AI/ML - Technical Support Engineer, Siri Authoring ToolsApple4.2Cambridge, MATechnical understanding of voice assistant technologies, and machine learning.
 Great verbal and written communication skills with the ability to filter and…
11 days ago","sj_8cf6ec975cf6b2eb",""
"792","AI/ML - Full Stack Software Engineer (Experimentation), ML P...","Apple","Seattle, WA+4 locations","Experience using or working with NLP or machine learning technology.
 For example, build service to rollout / rollback experiments to billions of devices in just…","AI/ML - Full Stack Software Engineer (Experimentation), ML P...Apple4.2Seattle, WA+4 locationsExperience using or working with NLP or machine learning technology.
 For example, build service to rollout / rollback experiments to billions of devices in just…
11 days ago","sj_dd0f72bd2536399c",""
"892","Senior Data Analyst, Advanced Analytics","American Advisors Group","Irvine, CA 92612 (Business District area)","5 plus years of hands-on technical experience mining and analyzing transactional data with a strong working knowledge of a relevant analytics software.","Senior Data Analyst, Advanced AnalyticsAmerican Advisors Group3.5Irvine, CA 92612 (Business District area)Easily apply5 plus years of hands-on technical experience mining and analyzing transactional data with a strong working knowledge of a relevant analytics software.
30+ days ago","sj_b7eb694002b4940f",""
"991","Senior Data Scientist (Remote)","Bon Secours Mercy Health","Texas•","The Senior Data Scientist applies strong expertise in artificial intelligence through use of machine learning, data mining, and information retrieval to design,…","Senior Data Scientist (Remote)Bon Secours Mercy Health3.3Texas•RemoteThe Senior Data Scientist applies strong expertise in artificial intelligence through use of machine learning, data mining, and information retrieval to design,…
30+ days ago","sj_e5b1fce191e51b61","Remote"
"1091","Data Scientist, Distributed AI Infrastructure","Volt Workforce Solutions","San Diego, CA","Our client specializes in making deep neural networks work best on GPU High Performance Computing clusters; working on scaling, breakthrough performance and…","Data Scientist, Distributed AI InfrastructureVolt Workforce Solutions3.7San Diego, CA$150,000 - $210,000 a yearEasily applyOur client specializes in making deep neural networks work best on GPU High Performance Computing clusters; working on scaling, breakthrough performance and…
17 days ago","sj_66012f7ba05b4cc7",""
"1191","Director, Data Science","Epsilon","Irving, TX 75039 (Freeport/Hackberry area)+1 location","You have a strong machine learning and deep learning background and are passionate about transforming data into productionized ml models.","Director, Data ScienceEpsilon3.4Irving, TX 75039 (Freeport/Hackberry area)+1 locationYou have a strong machine learning and deep learning background and are passionate about transforming data into productionized ml models.
30+ days ago","sj_3b851e50d4d67965",""
"1291","Marketing Decision Science Sr. Manager","Gables Search Group","Deerfield, IL","The Marketing Decision Science team drives data-driven strategy and decision-making across lead-generating programs through machine learning, advanced analytics…","Marketing Decision Science Sr. ManagerGables Search Group5.0Deerfield, IL$120,000 - $165,000 a yearEasily applyThe Marketing Decision Science team drives data-driven strategy and decision-making across lead-generating programs through machine learning, advanced analytics…
30+ days ago","sj_8c8ac1d4782e86ef",""
"1391","CONTRACT: AI Engineer","AccruePartners","Charlotte, NC 28203 (Dilworth area)","3+ years' experience developing large scale, highly available distributed systems.
 100% remote until after October, then will transition to a hybrid schedule of…","CONTRACT: AI EngineerAccruePartners4.0Charlotte, NC 28203 (Dilworth area)$52.85 - $76.87 an hour3+ years' experience developing large scale, highly available distributed systems.
 100% remote until after October, then will transition to a hybrid schedule of…
30+ days ago","sj_a0ed5e25be852e05",""
"1491","Data Mining Technician","Burnetts Staffing Inc","Dallas, TX 75231 (Lake Highlands area)","This position will be extrapolating data within Microsoft Excel spreadsheets.
 They will cut and paste as well as transfer and update data.","Data Mining TechnicianBurnetts Staffing Inc4.0Dallas, TX 75231 (Lake Highlands area)$16 - $20 an hourEasily applyThis position will be extrapolating data within Microsoft Excel spreadsheets.
 They will cut and paste as well as transfer and update data.
14 days ago","sj_a492948b03a141d1",""
"1591","Data/ Statistical Analytics Specialist - A/B, Multivariate T...","TEKsystems","Cupertino, CA 95014","Education Minimum requirements - B.S. in Computer Sciences, Quantitative Methods or Statistics with 5+ years experience applying statistical and/or data mining…","Data/ Statistical Analytics Specialist - A/B, Multivariate T...TEKsystems3.9Cupertino, CA 95014Education Minimum requirements - B.S. in Computer Sciences, Quantitative Methods or Statistics with 5+ years experience applying statistical and/or data mining…
10 days ago","sj_9c1c1f8d518c25af",""
"id93","AI/ML - Software Engineer","CommScope","Mc Neil, TX 78651+4 locations","Excellent knowledge of preliminary data normalization, modeling, training and feature engineering/extraction processes in the field of artificial intelligence,…","newAI/ML - Software EngineerCommScope3.7Mc Neil, TX 78651+4 locationsExcellent knowledge of preliminary data normalization, modeling, training and feature engineering/extraction processes in the field of artificial intelligence,…
Today","sj_9838eb688500178d",""
"293","Machine Learning Engineer - Mapping","TuSimple, Inc.","San Francisco, CA+3 locations•Temporarily ","Applying machine learning and computer vision techniques to generate maps from raw data.
 Competitive salary, benefits and bonus.","Machine Learning Engineer - MappingTuSimple, Inc.2.8San Francisco, CA+3 locations•Temporarily RemoteEasily applyApplying machine learning and computer vision techniques to generate maps from raw data.
 Competitive salary, benefits and bonus.
30+ days ago","sj_062f4173540d8dca","Remote"
"393","AI/ML-Software Development Engineer in Test, Siri Search, Kn...","Apple","Seattle, WA","Create groundbreaking software test and delivery technology for algorithmic search, machine learning, natural language processing, and artificial intelligence.","AI/ML-Software Development Engineer in Test, Siri Search, Kn...Apple4.2Seattle, WACreate groundbreaking software test and delivery technology for algorithmic search, machine learning, natural language processing, and artificial intelligence.
11 days ago","sj_be41f84a6ae2cb4d",""
"493","Associate Director, Data Science","Epsilon","Chicago, IL 60606 (The Loop area)","Hire data scientists and other talent to build a highly productive team.
 2+ years of industry research and development experience in a computational area such…","Associate Director, Data ScienceEpsilon3.4Chicago, IL 60606 (The Loop area)Hire data scientists and other talent to build a highly productive team.
 2+ years of industry research and development experience in a computational area such…
30+ days ago","sj_c3f9f4283552d9eb",""
"593","Senior Data Analyst","TeamSoft, Inc - a Peoplelink Company","","Ability to review, analyze and manage large volumes of data..
 Translate analytics into non-technical insights to help teams make well-informed decisions..","Senior Data AnalystTeamSoft, Inc - a Peoplelink Company4.3Remote$75 - $80 an hourEasily applyUrgently hiringAbility to review, analyze and manage large volumes of data..
 Translate analytics into non-technical insights to help teams make well-informed decisions..
30+ days ago","sj_745cbe8a46677b80","Remote"
"693","AWS Sr. Consultant - Analytics & Cognitive","Deloitte","Phoenix, AZ 85012 (Encanto area)+7 locations","Drive operational efficiency by maintaining their data ecosystems, sourcing analytics expertise and providing As-a-Service offerings for continuous insights and…","AWS Sr. Consultant - Analytics & CognitiveDeloitte4.0Phoenix, AZ 85012 (Encanto area)+7 locationsDrive operational efficiency by maintaining their data ecosystems, sourcing analytics expertise and providing As-a-Service offerings for continuous insights and…
30+ days ago","sj_a4338cd3cace61d0",""
"793","Senior Digital Product Data Analyst","First Tech Federal Credit Union","San Jose, CA 95134 (North San Jose area)","Oversee data audits to ensure accuracy of data.
 Autonomously perform end-to-end complex analysis including data gathering and identifying trends to ensure…","Senior Digital Product Data AnalystFirst Tech Federal Credit Union3.2San Jose, CA 95134 (North San Jose area)Easily applyOversee data audits to ensure accuracy of data.
 Autonomously perform end-to-end complex analysis including data gathering and identifying trends to ensure…
28 days ago","sj_2d3ecbde5aa6af8f",""
"893","Sr Staff ML Engineer- Pricing and Incentives","Uber","San Francisco, CA 94103 (South of Market area)","Leverage algorithmic knowledge in machine learning/optimization/statistics to design robust approaches engineering solutions to positively impact Uber's…","Sr Staff ML Engineer- Pricing and IncentivesUber3.7San Francisco, CA 94103 (South of Market area)Leverage algorithmic knowledge in machine learning/optimization/statistics to design robust approaches engineering solutions to positively impact Uber's…
30+ days ago","sj_925759c78d4fd1c0",""
"992","Sr. Data Analyst and VMS Customer Support","Kelly","Phoenix, AZ","Works effectively with multiple stakeholders that are geographically disperse and can manage and prioritize incoming data requests.","Sr. Data Analyst and VMS Customer SupportKelly3.8Phoenix, AZ$35 - $38 an hourWorks effectively with multiple stakeholders that are geographically disperse and can manage and prioritize incoming data requests.
21 days ago","sj_6b68ce05b900d69c",""
"1092","Senior Data Scientist","Chewy","Bellevue, WA+2 locations","Experience mentoring both junior and experienced data scientists.
 Combining a background in Supply Chain with a deep understanding of analytics and data science…","Senior Data ScientistChewy2.7Bellevue, WA+2 locationsExperience mentoring both junior and experienced data scientists.
 Combining a background in Supply Chain with a deep understanding of analytics and data science…
30+ days ago","sj_1ec4d659fe7bcab2",""
"1192","Senior AI ML Platform Engineer","Verizon","Metuchen, NJ 08840+7 locations","Design, build and maintain tools that automate common tasks that serve both technical support staff and data scientists.","Senior AI ML Platform EngineerVerizon3.9Metuchen, NJ 08840+7 locationsDesign, build and maintain tools that automate common tasks that serve both technical support staff and data scientists.
22 days ago","sj_6da9667ac330f9b7",""
"1292","Senior Director Product Management – Data Analytics & Pricin...","PeopleReady","Tacoma, WA 98402 (New Tacoma area)•","Is a key leader on the product team, with a deep understanding of utilizing data analytics, predictive analytics, and machine learning.","Senior Director Product Management – Data Analytics & Pricin...PeopleReady3.6Tacoma, WA 98402 (New Tacoma area)•RemoteEasily applyIs a key leader on the product team, with a deep understanding of utilizing data analytics, predictive analytics, and machine learning.
18 days ago","sj_b3bd4c6e9219745d","Remote"
"1392","AWS Cloud Data Engineer (Data Integration/Virtualiza","BBI","Chicago, IL","Identify data quality problems; identify internal and external data sources; and, select subsets of data relevant for meeting business requirements through…","AWS Cloud Data Engineer (Data Integration/VirtualizaBBIChicago, ILEasily applyUrgently hiringIdentify data quality problems; identify internal and external data sources; and, select subsets of data relevant for meeting business requirements through…
Active 5 days ago","sj_7c6848201c68b932",""
"1492","Sr. Health Data Analyst Value-Based Analytics","Bon Secours Mercy Health","Cincinnati, OH 45237 (Bond Hill area)","Prefer healthcare data analytics, finance, payer reimbursement methodologies and/or decision support systems in order to meet required knowledge, skills and…","Sr. Health Data Analyst Value-Based AnalyticsBon Secours Mercy Health3.3Cincinnati, OH 45237 (Bond Hill area)Prefer healthcare data analytics, finance, payer reimbursement methodologies and/or decision support systems in order to meet required knowledge, skills and…
23 days ago","sj_ad4aa816fcd3e495",""
"1592","TSSCI AI/ML Engineer","Insight Global","Arlington, VA","Collaborate with data engineers, data scientists, and infrastructure engineers to develop and deploy and model pipelines, applying ML and data science…","newTSSCI AI/ML EngineerInsight Global3.9Arlington, VA$150,000 - $200,000 a yearEasily applyUrgently hiringCollaborate with data engineers, data scientists, and infrastructure engineers to develop and deploy and model pipelines, applying ML and data science…
5 days ago","sj_dd066f5fb2e6317c",""
"id94","Principal Data Scientist - Market Research","Client","","Synthesize data from a variety of sources and distill relevant insights into strategic recommendations for our cross-functional partners and business units.","Principal Data Scientist - Market ResearchClientRemoteSynthesize data from a variety of sources and distill relevant insights into strategic recommendations for our cross-functional partners and business units.
Active 4 days ago","sj_df31143cd89c1b5f","Remote"
"294","Sr Staff ML Engineer- Pricing and Incentives","Uber","San Francisco, CA 94103 (South of Market area)","Leverage algorithmic knowledge in machine learning/optimization/statistics to design robust approaches engineering solutions to positively impact Uber's…","Sr Staff ML Engineer- Pricing and IncentivesUber3.7San Francisco, CA 94103 (South of Market area)Leverage algorithmic knowledge in machine learning/optimization/statistics to design robust approaches engineering solutions to positively impact Uber's…
30+ days ago","sj_925759c78d4fd1c0",""
"394","Lead/Sr Data Scientist","BLEND360","Columbia, MD","At least five years of experience working in data analysis and/ordata mining.
 Identify opportunities for new data projectsand enhancements.","Lead/Sr Data ScientistBLEND360Columbia, MDEasily applyAt least five years of experience working in data analysis and/ordata mining.
 Identify opportunities for new data projectsand enhancements.
30+ days ago","sj_b9cbcf2b6615be8a",""
"494","Machine Learning Engineer/Cognitive Linguist - W2 only!","Matlen Silver","Charlotte, NC 28202 (Downtown Charlotte area)","Collaborate with data scientists, UX researchers, and engineers to build out the “brain” of a virtual assistant.
 Experienced in DevOps and Agile methodology.","Machine Learning Engineer/Cognitive Linguist - W2 only!Matlen Silver3.3Charlotte, NC 28202 (Downtown Charlotte area)Easily applyCollaborate with data scientists, UX researchers, and engineers to build out the “brain” of a virtual assistant.
 Experienced in DevOps and Agile methodology.
11 days ago","sj_1fe57dfb9b259e83",""
"594","ML Platform - Senior Machine Learning Engineer","TuSimple, Inc.","San Diego, CA+7 locations","Work with massive datasets on data association, clustering, segmentation, filtering, machine learning, feature engineering, and inference.","ML Platform - Senior Machine Learning EngineerTuSimple, Inc.2.8San Diego, CA+7 locationsWork with massive datasets on data association, clustering, segmentation, filtering, machine learning, feature engineering, and inference.
30+ days ago","sj_746d95dabd3de01b",""
"694","AI/ML - Sr iOS Engineer, Siri Experience","Apple","Seattle, WA","Strong programming skills, including deep experience with concurrency.
 Minimum 3 years of experience as a technical lead/architect including technical…","AI/ML - Sr iOS Engineer, Siri ExperienceApple4.2Seattle, WAStrong programming skills, including deep experience with concurrency.
 Minimum 3 years of experience as a technical lead/architect including technical…
11 days ago","sj_6efc6c0279fd3d25",""
"794","Sr. Tableau Developer/ Sr. Data Analyst","Onebridge","Indianapolis, IN•Temporarily ","Performs data conversions, imports, and exports of data within and between internal and external software systems.
 Strong experience with SQL and data modeling.","Sr. Tableau Developer/ Sr. Data AnalystOnebridgeIndianapolis, IN•Temporarily RemoteEasily applyUrgently hiringPerforms data conversions, imports, and exports of data within and between internal and external software systems.
 Strong experience with SQL and data modeling.
Active 6 days ago","sj_f420a0e03329eebc","Remote"
"894","Principal Statistician - Remote","Penfield Search Partners","Chicago, IL•","Efficiently and effectively coordinate statistical activities for multiple studies, including development of protocols and statistical analysis plans and…","Principal Statistician - RemotePenfield Search PartnersChicago, IL•RemoteEasily applyEfficiently and effectively coordinate statistical activities for multiple studies, including development of protocols and statistical analysis plans and…
30+ days ago","sj_8647f8f672c9f59d","Remote"
"993","Senior Big Data Infrastructure Engineer, HD Map","TuSimple, Inc.","Seattle, WA+21 locations•Temporarily ","Develop data infrastructure and framework for processing data at a very large scale.
 HD Map data is the major offline data on a running autonomous driving…","Senior Big Data Infrastructure Engineer, HD MapTuSimple, Inc.2.8Seattle, WA+21 locations•Temporarily RemoteEasily applyDevelop data infrastructure and framework for processing data at a very large scale.
 HD Map data is the major offline data on a running autonomous driving…
30+ days ago","sj_7cd47624140c5f7e","Remote"
"1093","Sr Data Analyst","TekPartners, A P2P Company","Orlando, FL 32801 (Central Business District area)","Our preference would be to review individuals who have at least 3 years’ experience in applied analytics.
 In addition to developing approach and methodology for…","Sr Data AnalystTekPartners, A P2P Company3.9Orlando, FL 32801 (Central Business District area)$90,000 a yearOur preference would be to review individuals who have at least 3 years’ experience in applied analytics.
 In addition to developing approach and methodology for…
19 days ago","sj_fa3b64b0e11c5577",""
